"","red","green","blue","x","y","target"
"37",56.558996881685,40.8295717134057,45.1802637812276,-42.8132758028838,-20.4046261984594,"Solo"
"38",135.418816547351,88.9589161423453,100.188748368437,-42.8132773868838,-20.4046263334594,"Solo"
"39",141.915810312835,92.2965675406125,104.633235484095,-42.8132772428838,-20.4046263334594,"Solo"
"40",143.844381084566,106.065690756065,118.127703670964,-42.8132770988838,-20.4046263334594,"Solo"
"41",152.756282850197,103.059510147648,117.519569356734,-42.8132769548838,-20.4046263334594,"Solo"
"42",158.023161556782,111.923896432954,131.687625361813,-42.8132768108838,-20.4046263334594,"Solo"
"43",161.402423114811,119.153617806792,131.530193593609,-42.8132766668838,-20.4046263334594,"Solo"
"44",173.452759685485,123.830562097241,145.005440509476,-42.8132765228838,-20.4046263334594,"Solo"
"45",170.164854328145,126.71994532763,144.789576085681,-42.8132763788838,-20.4046263334594,"Solo"
"46",176.357406207386,123.914452070668,145.438673171932,-42.8132762348838,-20.4046263334594,"Solo"
"47",169.998277546346,126.867394294606,141.25312828338,-42.8132760908838,-20.4046263334594,"Solo"
"48",162.43408686797,116.801737061146,133.689189831913,-42.8132759468838,-20.4046263334594,"Solo"
"49",157.456525624018,114.065868870338,127.838043972642,-42.8132758028838,-20.4046263334594,"Solo"
"50",64.3076835224635,44.7064721357817,52.6208522741337,-42.8132756588838,-20.4046263334594,"Solo"
"51",133.585774797775,88.8692076728081,95.577925414939,-42.8132776748838,-20.4046264684594,"Solo"
"52",151.886592444944,102.164053473503,111.552023744321,-42.8132775308838,-20.4046264684594,"Solo"
"53",152.814979591246,108.599498199624,119.972961970101,-42.8132773868838,-20.4046264684594,"Solo"
"54",149.836828230175,103.882560370514,112.407955687677,-42.8132772428838,-20.4046264684594,"Solo"
"55",138.94737665618,97.41503235103,108.899860890183,-42.8132770988838,-20.4046264684594,"Solo"
"56",134.787731217749,91.5284022373503,98.4352919451185,-42.8132769548838,-20.4046264684594,"Solo"
"57",151.340678278955,106.875970278113,126.246347207174,-42.8132768108838,-20.4046264684594,"Solo"
"58",157.633595546447,115.726238763845,128.012053073806,-42.8132766668838,-20.4046264684594,"Solo"
"59",163.774820074279,112.685367820763,137.089637663929,-42.8132765228838,-20.4046264684594,"Solo"
"60",162.211227403133,114.245037969492,122.843968022332,-42.8132763788838,-20.4046264684594,"Solo"
"61",156.187896562293,109.82809484544,128.643466688406,-42.8132762348838,-20.4046264684594,"Solo"
"62",145.412448552813,102.727929910382,120.057881912508,-42.8132760908838,-20.4046264684594,"Solo"
"63",136.491557365823,91.3039546292882,106.332921983072,-42.8132759468838,-20.4046264684594,"Solo"
"64",153.361329539502,112.243851887685,129.141414410378,-42.8132758028838,-20.4046264684594,"Solo"
"65",181.252501143783,127.562429724542,150.276628857657,-42.8132756588838,-20.4046264684594,"Solo"
"66",200.33864966302,156.659215168363,168.361756876842,-42.8132755148838,-20.4046264684594,"Solo"
"67",114.990428344862,73.8266020635009,84.2788025204116,-42.8132778188838,-20.4046266034594,"Solo"
"68",137.322047392792,89.7291483800337,99.3946499544692,-42.8132776748838,-20.4046266034594,"Solo"
"69",158.176138115196,106.318245467351,116.573971430515,-42.8132775308838,-20.4046266034594,"Solo"
"70",170.149390385727,124.520163034704,133.329810358806,-42.8132773868838,-20.4046266034594,"Solo"
"71",164.001707405716,116.948891906583,120.390197621038,-42.8132772428838,-20.4046266034594,"Solo"
"72",135.212134664125,85.6648514269784,96.3306199645124,-42.8132770988838,-20.4046266034594,"Solo"
"73",131.446214804896,86.0157060399079,94.545567464334,-42.8132769548838,-20.4046266034594,"Solo"
"74",149.238207632702,102.49916849214,117.454027972618,-42.8132768108838,-20.4046266034594,"Solo"
"75",144.814199247219,102.98692364864,109.701383807386,-42.8132766668838,-20.4046266034594,"Solo"
"76",143.350536785357,95.4730542610315,114.44191121117,-42.8132765228838,-20.4046266034594,"Solo"
"77",153.972186340637,107.458656153708,122.394942392601,-42.8132763788838,-20.4046266034594,"Solo"
"78",155.380834067243,111.728290344274,132.835576996483,-42.8132762348838,-20.4046266034594,"Solo"
"79",150.658766289764,103.459542837939,119.266658436594,-42.8132760908838,-20.4046266034594,"Solo"
"80",146.222678915818,104.206584115628,113.01039636307,-42.8132759468838,-20.4046266034594,"Solo"
"81",162.265255516639,119.111458975714,136.869662569759,-42.8132758028838,-20.4046266034594,"Solo"
"82",189.78622275265,140.578490991592,163.50577211193,-42.8132756588838,-20.4046266034594,"Solo"
"83",213.096119735124,170.294410805316,179.938643005255,-42.8132755148838,-20.4046266034594,"Solo"
"84",185.867281425977,146.036916014155,157.442952464467,-42.8132753708838,-20.4046266034594,"Solo"
"85",66.656893562085,48.4425098561664,54.6431511177557,-42.8132752268838,-20.4046266034594,"Solo"
"86",111.148205107536,63.0009536942267,71.1068620415086,-42.8132781068838,-20.4046267384594,"Solo"
"87",100.538991417545,50.7273644430333,62.3461475861305,-42.8132779628838,-20.4046267384594,"Solo"
"88",127.7670137557,79.7901654181792,92.0030586407342,-42.8132778188838,-20.4046267384594,"Solo"
"89",144.129246545535,98.5751079700337,105.686707570799,-42.8132776748838,-20.4046267384594,"Solo"
"90",150.329734196275,104.427631021231,110.893053920735,-42.8132775308838,-20.4046267384594,"Solo"
"91",162.762881996886,114.421622142332,122.773889500858,-42.8132773868838,-20.4046267384594,"Solo"
"92",145.95971020442,95.0027756761505,101.491925625989,-42.8132772428838,-20.4046267384594,"Solo"
"93",121.685328393455,76.4784915953938,86.5483803473808,-42.8132770988838,-20.4046267384594,"Solo"
"94",139.528691492994,89.5909108568509,96.6272218201827,-42.8132769548838,-20.4046267384594,"Solo"
"95",151.862917867447,103.835094552992,111.564290971224,-42.8132768108838,-20.4046267384594,"Solo"
"96",141.055914421501,95.727643754956,111.234625709571,-42.8132766668838,-20.4046267384594,"Solo"
"97",138.435252297432,92.6135236801647,111.047743673031,-42.8132765228838,-20.4046267384594,"Solo"
"98",152.695088109766,109.397655390334,126.115722290575,-42.8132763788838,-20.4046267384594,"Solo"
"99",162.794543428132,116.291843760704,132.99038111245,-42.8132762348838,-20.4046267384594,"Solo"
"100",164.886768291833,116.463667909801,136.460790924709,-42.8132760908838,-20.4046267384594,"Solo"
"101",162.286376124733,117.66106895826,133.923376847574,-42.8132759468838,-20.4046267384594,"Solo"
"102",169.474663478524,124.846923386075,139.801095465322,-42.8132758028838,-20.4046267384594,"Solo"
"103",185.985347559754,147.383882300272,162.781632943277,-42.8132756588838,-20.4046267384594,"Solo"
"104",201.160292751086,150.806793793394,167.752169118861,-42.8132755148838,-20.4046267384594,"Solo"
"105",178.56375250107,134.881074244007,151.903243232167,-42.8132753708838,-20.4046267384594,"Solo"
"106",169.028925531923,124.73579265321,139.022862189038,-42.8132752268838,-20.4046267384594,"Solo"
"107",71.8297248017683,51.0507524388165,55.9165393402453,-42.8132750828838,-20.4046267384594,"Solo"
"108",133.34298782705,84.4993110705643,94.8622081369738,-42.8132782508838,-20.4046268734594,"Solo"
"109",123.91045707451,80.5388416389092,89.3541303442516,-42.8132781068838,-20.4046268734594,"Solo"
"110",122.931068986088,74.5671218721857,83.9859691803121,-42.8132779628838,-20.4046268734594,"Solo"
"111",142.435907277834,89.1717864067769,96.9348889494244,-42.8132778188838,-20.4046268734594,"Solo"
"112",141.889423522485,98.031073115907,100.713579308241,-42.8132776748838,-20.4046268734594,"Solo"
"113",148.475490161389,106.87314611404,111.338351080803,-42.8132775308838,-20.4046268734594,"Solo"
"114",165.504928986735,115.034987884605,124.860756180861,-42.8132773868838,-20.4046268734594,"Solo"
"115",140.347492642313,89.7498951026967,100.896092328982,-42.8132772428838,-20.4046268734594,"Solo"
"116",127.634432166144,90.7190937680149,91.2398960319933,-42.8132770988838,-20.4046268734594,"Solo"
"117",156.789611894424,105.779687700223,113.508023475941,-42.8132769548838,-20.4046268734594,"Solo"
"118",159.669339262405,114.995758781242,129.311664405115,-42.8132768108838,-20.4046268734594,"Solo"
"119",160.657004616471,111.752888341919,127.597151798827,-42.8132766668838,-20.4046268734594,"Solo"
"120",166.57329284413,118.288088750601,133.665648223022,-42.8132765228838,-20.4046268734594,"Solo"
"121",167.123623911027,121.931876329587,137.919925044015,-42.8132763788838,-20.4046268734594,"Solo"
"122",167.886210489675,117.369678390505,135.718630797073,-42.8132762348838,-20.4046268734594,"Solo"
"123",170.831294915921,126.375723639516,144.512159778054,-42.8132760908838,-20.4046268734594,"Solo"
"124",176.140630652808,126.841776246692,149.199244121503,-42.8132759468838,-20.4046268734594,"Solo"
"125",176.701796687684,132.322986481905,145.426954686948,-42.8132758028838,-20.4046268734594,"Solo"
"126",181.270325307656,142.667803722833,152.8478116152,-42.8132756588838,-20.4046268734594,"Solo"
"127",185.243489997261,130.223742981735,150.725621086802,-42.8132755148838,-20.4046268734594,"Solo"
"128",169.6475141897,123.523118551922,141.368915524599,-42.8132753708838,-20.4046268734594,"Solo"
"129",169.176724859338,125.434195600552,134.696477927169,-42.8132752268838,-20.4046268734594,"Solo"
"130",173.969831513593,125.015157051596,138.204960914752,-42.8132750828838,-20.4046268734594,"Solo"
"131",170.992018592487,130.282068647657,134.354007257057,-42.8132749388838,-20.4046268734594,"Solo"
"132",149.468524809901,104.369346543013,112.342586017675,-42.8132783948838,-20.4046270084594,"Solo"
"133",143.694716562826,89.1093313824845,100.634923876117,-42.8132782508838,-20.4046270084594,"Solo"
"134",143.316211299589,97.6552428724753,104.808600756748,-42.8132781068838,-20.4046270084594,"Solo"
"135",142.918485679602,96.5797059317099,102.626513639053,-42.8132779628838,-20.4046270084594,"Solo"
"136",150.060589700895,94.5566037065473,100.976933374472,-42.8132778188838,-20.4046270084594,"Solo"
"137",141.624688765988,94.2087605845218,99.741853106552,-42.8132776748838,-20.4046270084594,"Solo"
"138",148.992713107103,104.183162981038,111.445283314196,-42.8132775308838,-20.4046270084594,"Solo"
"139",174.419909857189,120.660300101277,130.003364478748,-42.8132773868838,-20.4046270084594,"Solo"
"140",167.950344755918,118.725651460768,125.438780183925,-42.8132772428838,-20.4046270084594,"Solo"
"141",163.201908879888,118.24076497778,122.963071543988,-42.8132770988838,-20.4046270084594,"Solo"
"142",177.042545248677,120.595458456067,130.262530581847,-42.8132769548838,-20.4046270084594,"Solo"
"143",166.626973071688,121.953185793469,137.595301237354,-42.8132768108838,-20.4046270084594,"Solo"
"144",177.367116861701,128.038740024591,133.916484349532,-42.8132766668838,-20.4046270084594,"Solo"
"145",188.568973217319,140.070054119542,152.450928690434,-42.8132765228838,-20.4046270084594,"Solo"
"146",179.722129420816,131.70893649244,145.972735999476,-42.8132763788838,-20.4046270084594,"Solo"
"147",169.118044017005,118.088838852193,139.52521198636,-42.8132762348838,-20.4046270084594,"Solo"
"148",174.839243038987,129.8312568477,146.42520687609,-42.8132760908838,-20.4046270084594,"Solo"
"149",185.148356879547,139.41639157836,155.151684809029,-42.8132759468838,-20.4046270084594,"Solo"
"150",181.416574866217,135.092899677819,154.028542459499,-42.8132758028838,-20.4046270084594,"Solo"
"151",180.366336191581,131.330841060342,151.825980690302,-42.8132756588838,-20.4046270084594,"Solo"
"152",174.9270197866,129.912285345706,146.183010272729,-42.8132755148838,-20.4046270084594,"Solo"
"153",170.19283522591,127.904644552864,138.243136041038,-42.8132753708838,-20.4046270084594,"Solo"
"154",171.75532125718,123.062955066933,128.895514060202,-42.8132752268838,-20.4046270084594,"Solo"
"155",167.038142694367,122.993691492339,139.087582585234,-42.8132750828838,-20.4046270084594,"Solo"
"156",166.345831962131,130.037489608527,134.696344191881,-42.8132749388838,-20.4046270084594,"Solo"
"157",162.030926936624,120.630695953165,127.902812514824,-42.8132747948838,-20.4046270084594,"Solo"
"158",165.389782167096,122.97996824451,126.985889957205,-42.8132786828838,-20.4046271434594,"Solo"
"159",168.65649505581,111.898509727694,120.588319863064,-42.8132785388838,-20.4046271434594,"Solo"
"160",154.162176621111,104.426144932114,108.031515382202,-42.8132783948838,-20.4046271434594,"Solo"
"161",155.448060417939,99.4876714243724,109.011313195566,-42.8132782508838,-20.4046271434594,"Solo"
"162",162.109526510057,107.996678559886,114.27475881442,-42.8132781068838,-20.4046271434594,"Solo"
"163",157.729593459044,107.90102408798,114.023180586754,-42.8132779628838,-20.4046271434594,"Solo"
"164",153.974199734643,98.9324186605429,107.341574960963,-42.8132778188838,-20.4046271434594,"Solo"
"165",143.628963925335,91.2689863575045,98.5635400428469,-42.8132776748838,-20.4046271434594,"Solo"
"166",136.563480292366,88.1492041763411,96.3939754751208,-42.8132775308838,-20.4046271434594,"Solo"
"167",155.894305347984,101.814597134453,108.715107177575,-42.8132773868838,-20.4046271434594,"Solo"
"168",175.126921493639,125.448558083848,127.335770595088,-42.8132772428838,-20.4046271434594,"Solo"
"169",184.117698916936,129.819679134491,144.735804276724,-42.8132770988838,-20.4046271434594,"Solo"
"170",182.442817018895,124.002846527592,131.988355024691,-42.8132769548838,-20.4046271434594,"Solo"
"171",173.775383137195,123.892277204659,131.782099649427,-42.8132768108838,-20.4046271434594,"Solo"
"172",181.124597634705,129.000635215051,141.774248285169,-42.8132766668838,-20.4046271434594,"Solo"
"173",183.527706369872,136.032733521641,152.101222550232,-42.8132765228838,-20.4046271434594,"Solo"
"174",177.707439428445,130.004475816047,141.600603624675,-42.8132763788838,-20.4046271434594,"Solo"
"175",165.075490525074,118.361335915206,133.057617547659,-42.8132762348838,-20.4046271434594,"Solo"
"176",173.418846340487,123.343865724202,143.599267487218,-42.8132760908838,-20.4046271434594,"Solo"
"177",180.776768574438,138.210607409915,154.850447858857,-42.8132759468838,-20.4046271434594,"Solo"
"178",183.550666839862,134.143176216504,152.447919754815,-42.8132758028838,-20.4046271434594,"Solo"
"179",188.088766342537,138.862132792267,161.84493497628,-42.8132756588838,-20.4046271434594,"Solo"
"180",175.347930292841,139.298190479164,149.476987194934,-42.8132755148838,-20.4046271434594,"Solo"
"181",173.168892316085,127.992257653162,140.978217810607,-42.8132753708838,-20.4046271434594,"Solo"
"182",170.757162036356,125.364914814291,133.275889063212,-42.8132752268838,-20.4046271434594,"Solo"
"183",157.734154468037,118.57507583058,131.671862543402,-42.8132750828838,-20.4046271434594,"Solo"
"184",165.866114038468,119.800661968929,134.465665687075,-42.8132749388838,-20.4046271434594,"Solo"
"185",166.482795885427,122.90642390158,131.843816431496,-42.8132747948838,-20.4046271434594,"Solo"
"186",159.139609519688,121.965358422331,131.941679623815,-42.8132746508838,-20.4046271434594,"Solo"
"187",72.6174787461963,54.2842983508948,54.8766835064353,-42.8132745068838,-20.4046271434594,"Solo"
"188",157.291721363931,101.152107470489,109.832542261127,-42.8132788268838,-20.4046272784594,"Solo"
"189",159.537720804902,107.682277742468,123.723832412671,-42.8132786828838,-20.4046272784594,"Solo"
"190",156.1890880042,109.506831945993,109.379869541095,-42.8132785388838,-20.4046272784594,"Solo"
"191",162.774121480576,104.051045177742,117.432841690729,-42.8132783948838,-20.4046272784594,"Solo"
"192",162.781268549132,110.017871892611,120.056488475263,-42.8132782508838,-20.4046272784594,"Solo"
"193",180.841049465849,119.94834747118,128.021959681883,-42.8132781068838,-20.4046272784594,"Solo"
"194",177.166480909151,122.756494463734,130.202339760371,-42.8132779628838,-20.4046272784594,"Solo"
"195",163.001795391683,110.857069399297,117.098459801114,-42.8132778188838,-20.4046272784594,"Solo"
"196",151.644032376506,98.4354124990511,102.53059496813,-42.8132776748838,-20.4046272784594,"Solo"
"197",136.356237342057,86.2594265853586,91.3408592734546,-42.8132775308838,-20.4046272784594,"Solo"
"198",139.168232099607,86.9831730102145,94.0994025386563,-42.8132773868838,-20.4046272784594,"Solo"
"199",166.033667063233,114.575482541352,118.809760323805,-42.8132772428838,-20.4046272784594,"Solo"
"200",181.209884407337,129.28467609411,135.307823477103,-42.8132770988838,-20.4046272784594,"Solo"
"201",181.583630730375,128.547093446329,140.271156943849,-42.8132769548838,-20.4046272784594,"Solo"
"202",182.753593063021,129.690595484522,142.690385014848,-42.8132768108838,-20.4046272784594,"Solo"
"203",183.245084719257,129.05496374356,150.041295062917,-42.8132766668838,-20.4046272784594,"Solo"
"204",177.360778488652,128.751849245854,143.437567864557,-42.8132765228838,-20.4046272784594,"Solo"
"205",174.504303515802,126.655886109779,142.649669633655,-42.8132763788838,-20.4046272784594,"Solo"
"206",163.083238641223,120.077523123196,132.575691333147,-42.8132762348838,-20.4046272784594,"Solo"
"207",170.555437789341,121.226226295743,137.124689849502,-42.8132760908838,-20.4046272784594,"Solo"
"208",172.628000098975,127.997235225477,149.807628025783,-42.8132759468838,-20.4046272784594,"Solo"
"209",187.926368210768,139.429152459482,149.990301699986,-42.8132758028838,-20.4046272784594,"Solo"
"210",208.544883720298,169.170272514894,181.730447942466,-42.8132756588838,-20.4046272784594,"Solo"
"211",196.089679239234,157.195854559039,163.60901650387,-42.8132755148838,-20.4046272784594,"Solo"
"212",171.640211878868,124.505144436712,141.113908033386,-42.8132753708838,-20.4046272784594,"Solo"
"213",163.10814067189,123.645310353803,133.689740037661,-42.8132752268838,-20.4046272784594,"Solo"
"214",156.952251144976,113.619446591023,125.45583747507,-42.8132750828838,-20.4046272784594,"Solo"
"215",163.462193698063,112.255324339535,130.012660108396,-42.8132749388838,-20.4046272784594,"Solo"
"216",184.041909610859,135.884009328248,148.382586204736,-42.8132747948838,-20.4046272784594,"Solo"
"217",171.465954005338,135.188099367394,142.006725463985,-42.8132746508838,-20.4046272784594,"Solo"
"218",152.282962226512,110.655712476408,114.866049713959,-42.8132745068838,-20.4046272784594,"Solo"
"219",136.862684778171,99.7296106780257,104.639545483494,-42.8132743628838,-20.4046272784594,"Solo"
"220",146.77707369743,98.8170641465183,111.166766161688,-42.8132791148838,-20.4046274134594,"Solo"
"221",161.067336930829,113.173702018734,120.862739611243,-42.8132789708838,-20.4046274134594,"Solo"
"222",144.756119672848,97.3789073338976,105.341162652251,-42.8132788268838,-20.4046274134594,"Solo"
"223",154.368378840751,98.9490812642758,111.488657647293,-42.8132786828838,-20.4046274134594,"Solo"
"224",155.141137363403,104.998953725416,107.427472518108,-42.8132785388838,-20.4046274134594,"Solo"
"225",167.854774740515,109.808198477314,121.477470383173,-42.8132783948838,-20.4046274134594,"Solo"
"226",178.47827530904,123.83522386262,131.206149420699,-42.8132782508838,-20.4046274134594,"Solo"
"227",185.19092929115,120.609010914309,141.060387889196,-42.8132781068838,-20.4046274134594,"Solo"
"228",200.362247354617,141.650243838143,152.079748104423,-42.8132779628838,-20.4046274134594,"Solo"
"229",188.418303018096,134.504413996232,142.45270621979,-42.8132778188838,-20.4046274134594,"Solo"
"230",168.452421541663,112.337366977875,121.788256553558,-42.8132776748838,-20.4046274134594,"Solo"
"231",149.971650108019,96.0547985433712,101.625447746266,-42.8132775308838,-20.4046274134594,"Solo"
"232",135.353718311846,82.1954922287247,93.3875258711538,-42.8132773868838,-20.4046274134594,"Solo"
"233",157.832093528895,105.877842676952,111.563599716432,-42.8132772428838,-20.4046274134594,"Solo"
"234",175.752697326324,127.822768464034,131.940620520354,-42.8132770988838,-20.4046274134594,"Solo"
"235",181.408587977703,130.598366522768,141.816465818834,-42.8132769548838,-20.4046274134594,"Solo"
"236",176.204249944206,126.542281777644,137.334671368457,-42.8132768108838,-20.4046274134594,"Solo"
"237",175.043254231493,124.649277143646,144.41268402088,-42.8132766668838,-20.4046274134594,"Solo"
"238",173.988913650499,127.983235060685,141.23086658366,-42.8132765228838,-20.4046274134594,"Solo"
"239",166.736115447285,117.807940644475,138.37263350835,-42.8132763788838,-20.4046274134594,"Solo"
"240",163.352490934557,117.796338094165,132.41663762288,-42.8132762348838,-20.4046274134594,"Solo"
"241",167.141056275074,122.70629081131,137.830688099658,-42.8132760908838,-20.4046274134594,"Solo"
"242",156.904359300804,113.810067735674,130.470729730601,-42.8132759468838,-20.4046274134594,"Solo"
"243",178.333874386323,131.047520558707,145.770200181204,-42.8132758028838,-20.4046274134594,"Solo"
"244",223.283462642584,190.049529869954,203.773305128458,-42.8132756588838,-20.4046274134594,"Solo"
"245",219.354652062011,176.781453035932,191.62172000513,-42.8132755148838,-20.4046274134594,"Solo"
"246",170.534906767947,126.403847361243,142.704761973552,-42.8132753708838,-20.4046274134594,"Solo"
"247",160.560542875629,117.234656074992,128.167551370485,-42.8132752268838,-20.4046274134594,"Solo"
"248",155.647163596148,109.400664428025,130.248480056121,-42.8132750828838,-20.4046274134594,"Solo"
"249",152.494188694874,112.220020453755,125.604909303021,-42.8132749388838,-20.4046274134594,"Solo"
"250",186.102942510034,141.095985190512,152.425075618397,-42.8132747948838,-20.4046274134594,"Solo"
"251",170.193317113406,131.889277958629,144.122485077923,-42.8132746508838,-20.4046274134594,"Solo"
"252",142.070829923962,101.731396502175,112.887593729416,-42.8132745068838,-20.4046274134594,"Solo"
"253",138.777448811911,101.7761885407,105.213888968309,-42.8132743628838,-20.4046274134594,"Solo"
"254",143.078373848777,103.697246245831,114.631388854106,-42.8132742188838,-20.4046274134594,"Solo"
"255",0.0686348643626349,0.0451545160280493,0.0501215127911347,-42.8132792588838,-20.4046275484594,"Solo"
"256",152.748678221508,107.086904695038,114.109504895981,-42.8132791148838,-20.4046275484594,"Solo"
"257",178.078966006563,125.898546977746,131.361154105199,-42.8132789708838,-20.4046275484594,"Solo"
"258",163.863956436575,108.16795700726,117.693470053285,-42.8132788268838,-20.4046275484594,"Solo"
"259",166.751732890484,105.57700193411,119.076467326596,-42.8132786828838,-20.4046275484594,"Solo"
"260",169.536081480999,113.748518367471,119.255827129623,-42.8132785388838,-20.4046275484594,"Solo"
"261",182.518238140991,124.329972499426,134.803452330259,-42.8132783948838,-20.4046275484594,"Solo"
"262",192.78258363969,128.253593724644,141.783638974151,-42.8132782508838,-20.4046275484594,"Solo"
"263",186.331257389395,129.534189878329,142.620060728582,-42.8132781068838,-20.4046275484594,"Solo"
"264",199.346507318441,147.07377191811,152.899458092139,-42.8132779628838,-20.4046275484594,"Solo"
"265",198.90620647459,138.026438835802,149.594803579686,-42.8132778188838,-20.4046275484594,"Solo"
"266",171.082500437362,109.684893473649,121.684230893274,-42.8132776748838,-20.4046275484594,"Solo"
"267",138.150942038273,85.3788776698068,88.9177522859006,-42.8132775308838,-20.4046275484594,"Solo"
"268",123.772603171229,72.7692058178273,79.389256098336,-42.8132773868838,-20.4046275484594,"Solo"
"269",138.505312357926,90.6066177388874,99.6526470905936,-42.8132772428838,-20.4046275484594,"Solo"
"270",161.72335058938,114.663793264497,122.776461672187,-42.8132770988838,-20.4046275484594,"Solo"
"271",158.001094837516,105.284543795601,124.443163968846,-42.8132769548838,-20.4046275484594,"Solo"
"272",162.634674753593,115.411255063822,129.469578510496,-42.8132768108838,-20.4046275484594,"Solo"
"273",174.175335997041,122.54989550252,140.949204572524,-42.8132766668838,-20.4046275484594,"Solo"
"274",163.320060049792,123.634700326992,131.880588628637,-42.8132765228838,-20.4046275484594,"Solo"
"275",156.749317068344,109.461783312611,132.374440091669,-42.8132763788838,-20.4046275484594,"Solo"
"276",158.086333086152,114.703465512075,133.318182328487,-42.8132762348838,-20.4046275484594,"Solo"
"277",159.490616449773,111.934013189265,129.406208271629,-42.8132760908838,-20.4046275484594,"Solo"
"278",150.169733961846,106.514111867735,121.908950277415,-42.8132759468838,-20.4046275484594,"Solo"
"279",164.341421480114,115.257681704947,134.31254547084,-42.8132758028838,-20.4046275484594,"Solo"
"280",211.065935100998,175.951551698291,193.74815508755,-42.8132756588838,-20.4046275484594,"Solo"
"281",209.038148021815,169.37173327042,189.387859578644,-42.8132755148838,-20.4046275484594,"Solo"
"282",175.172870304625,128.578353940657,148.27391722559,-42.8132753708838,-20.4046275484594,"Solo"
"283",162.128694189826,114.444889442028,131.011800775894,-42.8132752268838,-20.4046275484594,"Solo"
"284",149.751058825067,108.192544100062,125.49472580433,-42.8132750828838,-20.4046275484594,"Solo"
"285",146.383788294762,109.864642891527,121.811155845294,-42.8132749388838,-20.4046275484594,"Solo"
"286",173.547682025029,131.864400969364,143.616058335305,-42.8132747948838,-20.4046275484594,"Solo"
"287",174.439442765784,134.347338006439,148.072828498646,-42.8132746508838,-20.4046275484594,"Solo"
"288",144.907776026978,107.845467053442,124.038477720831,-42.8132745068838,-20.4046275484594,"Solo"
